,,2018.1,2018.2,2019.1,2019.2,2020.1
"14123100 - ENGENHARIA ELÉTRICA 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,18,21,25,18,41
,CANCELADO NOVO INGRESSO MESMO CURSO,18,46,44,44,26
,CANCELADO NOVO INGRESSO OUTRO CURSO,13,10,11,18,12
,CANCELADO REPROVOU TODAS POR FALTAS,22,13,17,14,12
,CANCELAMENTO DE MATRICULA ,0,2,1,1,1
,CANCELAMENTO P/ MUDANCA CURSO,2,2,3,2,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,10,9,15,4,5
,CANCELAMENTO POR ABANDONO,15,18,21,9,0
,GRADUADO,32,47,47,63,0
,Total:,130,168,184,173,98
"41403100 - ENGENHARIA FLORESTAL - D 
(Patos)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,0,1,1,0
,CANCELADO NOVO INGRESSO MESMO CURSO,5,0,2,0,6
,CANCELADO REPROVOU TODAS POR FALTAS,3,3,5,1,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,1,10,5,2
,CANCELAMENTO POR ABANDONO,3,11,3,5,0
,GRADUADO,6,17,1,5,0
,Total:,20,32,22,17,9
"11124100 - ENGENHARIA MECÂNICA - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,5,0,7,10,12
,CANCELADO NOVO INGRESSO MESMO CURSO,6,3,7,3,8
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,3,3,4
,CANCELADO REPROVOU TODAS POR FALTAS,7,6,4,4,2
,CANCELAMENTO DE MATRICULA ,1,0,0,0,0
,CANCELAMENTO P/ MUDANCA CURSO,0,4,1,1,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,7,3,10,3,6
,CANCELAMENTO POR ABANDONO,10,4,9,3,0
,CONCLUIDO - NAO COLOU GRAU,0,0,0,1,0
,,2018.1,2018.2,2019.1,2019.2,2020.1
"11124100 - ENGENHARIA MECÂNICA - D 
(Campina Grande)",GRADUADO,15,16,14,17,1
,Total:,52,36,55,45,34
"11128100 - ENGENHARIA QUÍMICA - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,5,2,0,0
,CANCELADO NOVO INGRESSO MESMO CURSO,13,0,17,0,16
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,3,1,2,4
,CANCELADO REPROVOU TODAS POR FALTAS,2,2,0,1,4
,CANCELAMENTO P/ MUDANCA CURSO,0,0,2,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,7,4,20,9,3
,CANCELAMENTO POR ABANDONO,2,12,7,3,0
,CONCLUIDO - NAO COLOU GRAU,0,0,0,1,0
,GRADUADO,11,22,11,17,0
,Total:,37,48,60,34,27
"11134100 - ESTATÍSTICA - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,1,1,5,1
,CANCELADO NOVO INGRESSO MESMO CURSO,1,0,4,0,3
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,2,0,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,0,7,1,0,2
,CANCELAMENTO P/ MUDANCA CURSO,0,0,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,4,1,8,0,3
,CANCELAMENTO POR ABANDONO,2,4,1,0,0
,GRADUADO,0,2,2,2,0
,Total:,8,17,18,7,10
"51203100 - FARMÁCIA - D 
(Cuité)",CANCELADO 3 REPROV MESMA DISCIPLINA,3,1,0,2,2
,CANCELADO NOVO INGRESSO MESMO CURSO,3,6,1,5,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,1,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,3,3,5,7,4
,CANCELAMENTO DE MATRICULA ,1,0,0,0,0
,,2018.1,2018.2,2019.1,2019.2,2020.1
"51203100 - FARMÁCIA - D 
(Cuité)",CANCELAMENTO P/ SOLICITACAO ALUNO,5,3,3,5,3
,CANCELAMENTO POR ABANDONO,12,2,3,3,0
,GRADUADO,11,19,20,43,0
,Total:,38,34,33,65,9
"13314250 - FILOSOFIA (BAC) - N 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,0,2,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,0,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,3,2,5,11,4
,CANCELAMENTO DE MATRICULA ,0,0,0,0,1
,CANCELAMENTO P/ MUDANCA CURSO,1,0,2,3,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,2,0,1,1,3
,CANCELAMENTO POR ABANDONO,2,2,0,3,0
,GRADUADO,0,0,2,0,0
,Total:,9,4,10,20,9
"13314210 - FILOSOFIA (LIC) - N 
(Campina Grande)",CANCELADO NOVO INGRESSO MESMO CURSO,0,0,0,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,0,1,1
,CANCELADO REPROVOU TODAS POR FALTAS,4,6,2,7,2
,CANCELAMENTO DE MATRICULA ,0,0,0,0,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,4,0,4,0,1
,CANCELAMENTO POR ABANDONO,1,3,3,3,0
,GRADUADO,0,0,2,4,0
,Total:,9,10,11,15,6
"11105150 - FÍSICA (BAC) - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,2,0,0,1
,CANCELADO NOVO INGRESSO MESMO CURSO,3,0,0,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,2,2,1
,CANCELADO REPROVOU TODAS POR FALTAS,1,4,0,3,1
,CANCELAMENTO P/ MUDANCA CURSO,1,0,0,0,0
,,2018.1,2018.2,2019.1,2019.2,2020.1
"11105150 - FÍSICA (BAC) - D 
(Campina Grande)",CANCELAMENTO P/ SOLICITACAO ALUNO,5,0,3,1,0
,CANCELAMENTO POR ABANDONO,1,1,1,1,0
,GRADUADO,3,2,3,1,0
,Total:,15,9,9,8,4
"11105110 - FÍSICA (LIC) - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,0,2,2,3
,CANCELADO NOVO INGRESSO MESMO CURSO,6,0,2,0,3
,CANCELADO NOVO INGRESSO OUTRO CURSO,2,0,0,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,1,2,2,2,0
,CANCELAMENTO DE MATRICULA ,2,0,0,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,2,0,4,3,1
,CANCELAMENTO POR ABANDONO,0,2,1,0,0
,CONCLUIDO - NAO COLOU GRAU,0,0,0,1,0
,GRADUADO,0,2,1,2,0
,Total:,15,6,12,11,7
"51105110 - FÍSICA (LIC) - D 
(Cuité)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,1,1,2,1
,CANCELADO NOVO INGRESSO MESMO CURSO,3,0,3,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,3,1,1
,CANCELADO REPROVOU TODAS POR FALTAS,2,5,3,1,2
,CANCELAMENTO DE MATRICULA ,0,0,0,0,1
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,8,3,4,0,3
,CANCELAMENTO POR ABANDONO,1,4,2,0,0
,GRADUADO,1,1,2,1,0
,Total:,18,14,18,6,9
"21105210 - FÍSICA (LIC) - N 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,2,0,0,0
,CANCELADO NOVO INGRESSO MESMO CURSO,2,0,7,0,3
,,2018.1,2018.2,2019.1,2019.2,2020.1
"21105210 - FÍSICA (LIC) - N 
(Cajazeiras)",CANCELADO REPROVOU TODAS POR FALTAS,1,7,2,7,7
,CANCELAMENTO DE MATRICULA ,0,1,0,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,5,1,7,3,3
,CANCELAMENTO POR ABANDONO,3,2,0,7,0
,GRADUADO,0,3,0,5,0
,Total:,11,16,16,22,13
"51105210 - FÍSICA (LIC) - N 
(Cuité)",CANCELADO 3 REPROV MESMA DISCIPLINA,4,1,3,2,4
,CANCELADO NOVO INGRESSO MESMO CURSO,2,0,7,0,3
,CANCELADO NOVO INGRESSO OUTRO CURSO,2,0,0,1,2
,CANCELADO REPROVOU TODAS POR FALTAS,5,6,3,0,6
,CANCELAMENTO DE MATRICULA ,0,0,1,0,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,1,1,0,0
,CANCELAMENTO POR ABANDONO,1,5,5,6,0
,GRADUADO,1,3,1,2,0
,Total:,16,16,21,11,16
"13316110 - GEOGRAFIA (LIC) - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,1,0,0
,CANCELADO NOVO INGRESSO MESMO CURSO,1,0,1,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,2,0,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,3,5,1,8,2
,CANCELAMENTO DE MATRICULA ,0,0,0,0,4
,CANCELAMENTO P/ SOLICITACAO ALUNO,4,3,15,2,1
,CANCELAMENTO POR ABANDONO,2,4,2,2,0
,GRADUADO,7,17,5,9,0
,Total:,18,31,25,22,7
"13316210 - GEOGRAFIA (LIC) - N 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,0,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,2,0,0,0
,,2018.1,2018.2,2019.1,2019.2,2020.1
"13316210 - GEOGRAFIA (LIC) - N 
(Campina Grande)",CANCELADO REPROVOU TODAS POR FALTAS,4,3,1,9,5
,CANCELAMENTO DE MATRICULA ,0,0,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,3,11,1,2
,CANCELAMENTO POR ABANDONO,2,10,1,5,0
,GRADUADO,4,2,11,6,0
,Total:,12,20,25,21,8
"21316110 - GEOGRAFIA (LICENCIATURA) - M 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,1,1,1,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,3,0,0,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,0,1,5,0,2
,CANCELAMENTO P/ MUDANCA CURSO,3,1,1,2,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,2,1,3,2,1
,CANCELAMENTO POR ABANDONO,15,7,2,1,0
,GRADUADO,9,13,2,15,0
,Total:,33,24,14,21,5
"21316210 - GEOGRAFIA (LICENCIATURA) - N 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,1,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,3,0,2,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,2,3,7,2
,CANCELAMENTO DE MATRICULA ,0,0,0,0,1
,CANCELAMENTO P/ MUDANCA CURSO,0,1,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,0,2,2,0
,CANCELAMENTO POR ABANDONO,1,6,0,2,0
,GRADUADO,5,10,5,12,0
,Total:,8,22,12,25,4
"13309110 - HISTÓRIA (LIC) - M 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,1,0,1,0
,CANCELADO NOVO INGRESSO MESMO CURSO,1,0,1,0,2
,CANCELADO REPROVOU TODAS POR FALTAS,1,6,2,4,4
,,2018.1,2018.2,2019.1,2019.2,2020.1
"13309110 - HISTÓRIA (LIC) - M 
(Campina Grande)",CANCELAMENTO P/ SOLICITACAO ALUNO,7,1,10,1,2
,CANCELAMENTO POR ABANDONO,0,2,0,2,0
,GRADUADO,9,2,6,16,0
,Total:,19,12,19,24,8
"21309110 - HISTÓRIA (LIC) - M 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,3,1,2,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,0,2,0
,CANCELADO REPROVOU TODAS POR FALTAS,2,4,6,4,2
,CANCELAMENTO DE MATRICULA ,1,0,2,0,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,5,0,6,6,3
,CANCELAMENTO POR ABANDONO,1,7,1,4,0
,GRADUADO,5,5,7,17,0
,Total:,16,20,23,35,6
"19309110 - HISTÓRIA (LIC) - M (PARFOR) 
(Campina Grande)",GRADUADO,0,13,0,0,0
,Total:,0,13,0,0,0
"13309210 - HISTÓRIA (LIC) - N 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,2,2,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,1,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,9,4,8,1,7
,CANCELAMENTO P/ MUDANCA CURSO,0,0,1,2,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,3,1,2,0,3
,CANCELAMENTO POR ABANDONO,0,2,4,3,0
,CONCLUIDO - NAO COLOU GRAU,0,0,1,0,0
,GRADUADO,9,10,6,10,0
,Total:,23,19,25,16,12
"21309210 - HISTÓRIA (LIC) - N 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,2,0,0,1
,CANCELADO NOVO INGRESSO MESMO CURSO,0,0,0,1,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,2,0,1,0,2
,,2018.1,2018.2,2019.1,2019.2,2020.1
"21309210 - HISTÓRIA (LIC) - N 
(Cajazeiras)",CANCELADO REPROVOU TODAS POR FALTAS,7,5,9,2,8
,CANCELAMENTO DE MATRICULA ,0,1,2,1,0
,CANCELAMENTO P/ MUDANCA CURSO,0,1,2,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,2,0,2,3,1
,CANCELAMENTO POR ABANDONO,2,9,4,0,0
,CONCLUIDO - NAO COLOU GRAU,0,0,1,0,0
,GRADUADO,10,7,7,4,0
,Total:,25,25,28,12,12
"71315110 - INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D 
(Sumé)",CANCELADO 3 REPROV MESMA DISCIPLINA,3,0,0,1,0
,CANCELADO NOVO INGRESSO MESMO CURSO,2,0,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,2,14,4,2,0
,CANCELAMENTO DE MATRICULA ,1,0,2,0,1
,CANCELAMENTO POR ABANDONO,0,0,0,2,0
,GRADUADO,7,3,12,8,0
,Total:,15,17,18,13,1
"13310214 - LETRAS - ESPANHOL (LICENCIATURA) N 
(Campina Grande)",CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,6,1,5,4,4
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,0,1,1,0
,CANCELAMENTO POR ABANDONO,6,0,0,1,0
,GRADUADO,4,2,2,3,0
,Total:,17,4,8,10,4
"13323110 - LETRAS - LIBRAS (LIC) - D 
(Campina Grande)",CANCELADO REPROVOU TODAS POR FALTAS,0,3,0,4,5
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,1,0,0,0
,Total:,0,4,0,4,5
,,2018.1,2018.2,2019.1,2019.2,2020.1
"13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,0,0,1
,CANCELADO NOVO INGRESSO MESMO CURSO,2,0,0,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,0,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,1,2,0,2,2
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,2,2,3,0,2
,CANCELAMENTO POR ABANDONO,0,2,1,1,0
,GRADUADO,0,2,2,0,0
,Total:,7,8,6,5,6
"13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,1,0,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,3,7,3,1,4
,CANCELAMENTO DE MATRICULA ,0,0,1,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,6,1,4,0,3
,CANCELAMENTO POR ABANDONO,0,1,2,5,0
,GRADUADO,7,4,2,1,0
,Total:,16,15,12,8,7
"21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,0,1,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,2,0,1,1
,CANCELAMENTO DE MATRICULA ,0,0,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,3,0,3,0,1
,CANCELAMENTO POR ABANDONO,1,4,2,3,0
,GRADUADO,3,7,5,6,0
,Total:,8,13,11,11,3
,,2018.1,2018.2,2019.1,2019.2,2020.1
"21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,0,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,1,0,0,2
,CANCELAMENTO P/ MUDANCA CURSO,0,1,0,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,3,0,2,0,0
,CANCELAMENTO POR ABANDONO,1,2,0,3,0
,GRADUADO,3,13,5,6,0
,Total:,7,18,7,9,3
"13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,1,0,0,1
,CANCELADO NOVO INGRESSO MESMO CURSO,0,3,0,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,1,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,7,3,2,1,7
,CANCELAMENTO DE MATRICULA ,0,0,0,0,1
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,4,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,0,1,0,4
,CANCELAMENTO POR ABANDONO,4,0,1,2,0
,GRADUADO,3,4,6,9,0
,Total:,16,11,11,16,14
"21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,1,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,0,1,0,0,4
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,4,2,1,2
,CANCELAMENTO POR ABANDONO,3,0,8,1,0
,GRADUADO,8,5,14,13,0
,Total:,12,10,25,15,7
"13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,1,1,0
,CANCELADO NOVO INGRESSO MESMO CURSO,0,0,1,0,1
,,2018.1,2018.2,2019.1,2019.2,2020.1
"13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D 
(Campina Grande)",CANCELADO NOVO INGRESSO OUTRO CURSO,0,4,0,0,2
,CANCELADO REPROVOU TODAS POR FALTAS,1,8,2,1,3
,CANCELAMENTO DE MATRICULA ,0,0,1,0,0
,CANCELAMENTO P/ MUDANCA CURSO,0,0,1,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,1,1,6,0,0
,CANCELAMENTO POR ABANDONO,1,0,0,2,0
,GRADUADO,10,2,7,2,0
,Total:,13,15,19,7,6
"13345110 - LICENCIATURA INTERCULTURAL INDÍGENA - D 
(Campina Grande)",GRADUADO,0,0,29,0,0
,Total:,0,0,29,0,0
"11107150 - MATEMÁTICA (BAC) - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,1,0,2
,CANCELADO NOVO INGRESSO OUTRO CURSO,2,0,0,1,1
,CANCELADO REPROVOU TODAS POR FALTAS,0,1,0,0,1
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,3,0,3,1,0
,CANCELAMENTO POR ABANDONO,3,1,1,1,0
,GRADUADO,2,0,0,1,0
,Total:,11,2,5,5,4
"11107110 - MATEMÁTICA (LIC) - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,4,1,1,1,1
,CANCELADO NOVO INGRESSO MESMO CURSO,1,0,1,0,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,1,1,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,0,3,0,3,0
,CANCELAMENTO P/ MUDANCA CURSO,1,0,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,4,1,1,4,0
,CANCELAMENTO POR ABANDONO,1,4,0,1,0
,,2018.1,2018.2,2019.1,2019.2,2020.1
"11107110 - MATEMÁTICA (LIC) - D 
(Campina Grande)",GRADUADO,8,0,2,4,0
,Total:,20,10,7,13,2
"21107110 - MATEMÁTICA (LIC) - D 
(Cajazeiras)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,0,2,0,2
,CANCELADO NOVO INGRESSO MESMO CURSO,4,0,2,0,6
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,0,1,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,2,1,2,6,2
,CANCELAMENTO DE MATRICULA ,0,0,2,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,6,3,6,3,0
,CANCELAMENTO POR ABANDONO,2,6,5,2,0
,GRADUADO,7,14,5,18,0
,Total:,23,24,25,30,10
"51107110 - MATEMÁTICA (LIC) - D 
(Cuité)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,0,0,2
,CANCELADO NOVO INGRESSO MESMO CURSO,5,0,3,0,3
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,1,1,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,3,2,1,2,2
,CANCELAMENTO DE MATRICULA ,0,0,0,0,1
,CANCELAMENTO P/ MUDANCA CURSO,0,0,1,0,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,1,0,1
,CANCELAMENTO POR ABANDONO,2,4,1,0,0
,GRADUADO,5,6,4,4,0
,Total:,17,13,12,6,10
"11107210 - MATEMÁTICA (LIC) - N 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,0,2,1
,CANCELADO NOVO INGRESSO MESMO CURSO,5,0,2,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,1,0,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,2,2,4,4,2
,CANCELAMENTO P/ SOLICITACAO ALUNO,3,2,10,2,2
,,2018.1,2018.2,2019.1,2019.2,2020.1
"11107210 - MATEMÁTICA (LIC) - N 
(Campina Grande)",CANCELAMENTO POR ABANDONO,1,5,2,2,0
,GRADUADO,1,1,8,3,0
,Total:,13,11,26,13,6
"51107210 - MATEMÁTICA (LIC) - N 
(Cuité)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,1,0,0,2
,CANCELADO NOVO INGRESSO MESMO CURSO,4,0,4,0,3
,CANCELADO NOVO INGRESSO OUTRO CURSO,3,0,5,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,3,5,4,2,11
,CANCELAMENTO P/ MUDANCA CURSO,1,0,0,2,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,2,0,1
,CANCELAMENTO POR ABANDONO,5,2,3,0,0
,CONCLUIDO - NAO COLOU GRAU,0,0,0,1,0
,GRADUADO,1,1,0,2,0
,Total:,17,9,18,8,17
"12205100 - MEDICINA 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,1,1,1
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,0,0,1
,CANCELADO REPROVOU TODAS POR FALTAS,2,0,0,1,0
,CANCELAMENTO P/ DECISAO JUDICIAL,0,0,0,0,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,3,2,3,3,4
,CANCELAMENTO POR ABANDONO,1,1,3,1,0
,CONCLUIDO - NAO COLOU GRAU,0,0,0,0,1
,GRADUADO,38,29,34,30,42
,GRADUADO - DECISAO JUDICIAL,0,0,4,1,0
,SUSPENSAO TEMPORARIA,0,0,0,0,1
,Total:,45,32,45,37,51
"21205100 - MEDICINA 
(Cajazeiras)",CANCELADO NOVO INGRESSO OUTRO CURSO,0,5,0,3,0
,CANCELADO REPROVOU TODAS POR FALTAS,2,1,1,2,0
,,2018.1,2018.2,2019.1,2019.2,2020.1
"21205100 - MEDICINA 
(Cajazeiras)",CANCELAMENTO P/ SOLICITACAO ALUNO,3,0,8,2,2
,CANCELAMENTO POR ABANDONO,0,2,4,0,0
,CONCLUIDO - NAO COLOU GRAU,0,0,0,0,1
,FALECIMENTO,0,0,0,0,1
,GRADUADO,0,10,2,18,1
,Total:,5,18,15,25,5
"41410100 - MEDICINA VETERINÁRIA - D 
(Patos)",CANCELADO 3 REPROV MESMA DISCIPLINA,2,1,1,4,1
,CANCELADO NOVO INGRESSO MESMO CURSO,9,3,0,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,1,0,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,5,3,1,0,4
,CANCELAMENTO DE MATRICULA ,0,0,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,5,1,1,2,3
,CANCELAMENTO POR ABANDONO,9,5,1,11,0
,GRADUADO,21,36,27,39,0
,Total:,52,49,31,57,8
"15108100 - METEOROLOGIA - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,5,3,2,5
,CANCELADO NOVO INGRESSO MESMO CURSO,6,0,7,0,9
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,0,2,0
,CANCELADO REPROVOU TODAS POR FALTAS,4,9,4,5,8
,CANCELAMENTO P/ SOLICITACAO ALUNO,11,0,11,4,5
,CANCELAMENTO POR ABANDONO,2,3,0,3,0
,GRADUADO,2,1,1,4,0
,Total:,26,19,26,20,27
"13311150 - MÚSICA (BAC) - D 
(Campina Grande)",CANCELAMENTO DE MATRICULA ,0,0,0,0,1
,CANCELAMENTO POR ABANDONO,0,1,1,1,0
,,2018.1,2018.2,2019.1,2019.2,2020.1
"13311150 - MÚSICA (BAC) - D 
(Campina Grande)",GRADUADO,1,4,2,1,0
,Total:,1,5,3,2,1
"13311110 - MÚSICA (LIC) - D 
(Campina Grande)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,1,0,0,1
,CANCELADO NOVO INGRESSO MESMO CURSO,0,2,0,2,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,5,0,1,0
,CANCELADO REPROVOU TODAS POR FALTAS,2,3,2,1,0
,CANCELAMENTO P/ MUDANCA CURSO,0,0,0,1,0
,CANCELAMENTO P/ SOLICITACAO ALUNO,0,0,1,0,0
,CANCELAMENTO POR ABANDONO,2,0,1,1,0
,GRADUADO,2,4,3,1,0
,Total:,7,15,7,7,1
"51206100 - NUTRIÇÃO - D 
(Cuité)",CANCELADO 3 REPROV MESMA DISCIPLINA,0,0,2,0,4
,CANCELADO NOVO INGRESSO MESMO CURSO,4,1,2,0,0
,CANCELADO NOVO INGRESSO OUTRO CURSO,0,1,1,1,2
,CANCELADO REPROVOU TODAS POR FALTAS,1,3,4,5,4
,CANCELAMENTO DE MATRICULA ,1,0,1,0,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,3,3,3,1,1
,CANCELAMENTO POR ABANDONO,7,7,4,5,0
,GRADUADO,27,15,22,33,0
,Total:,43,30,39,45,12
"51206200 - NUTRIÇÃO - N 
(Cuité)",GRADUADO,0,1,1,0,0
,Total:,0,1,1,0,0
"41207100 - ODONTOLOGIA - D 
(Patos)",CANCELADO 3 REPROV MESMA DISCIPLINA,1,0,0,0,0
,CANCELADO REPROVOU TODAS POR FALTAS,1,2,4,2,1
,CANCELAMENTO P/ SOLICITACAO ALUNO,3,0,8,5,4
,CANCELAMENTO POR ABANDONO,9,3,3,7,0
,,2018.1,2018.2,2019.1,2019.2,2020.1
